domain,length,entropy,label
bedamufibo.com,10,3.1219280948873624,legit
mebomima.net,8,2.4056390622295662,legit
colu.com,4,2.0,legit
hnxks265gjxvihm20ap4v.info,21,4.011365041826379,dga
mocucofela.info,10,2.9219280948873623,legit
dafolabace.net,10,2.8464393446710154,legit
bmnqsxbu1yu99mn6.site,16,3.375,dga
11k5dwgeu4sj.xyz,12,3.4182958340544896,dga
abdarat2ykgdxnm1xer0.site,20,3.784183719779189,dga
pg4pvdv7pe2g2hfdcyu.site,19,3.5766176449086657,dga
fofe.info,4,1.5,legit
2vzuidhjp5zme43tx.site,17,3.9698157824268097,dga
mabebofumu.com,10,2.721928094887362,legit
bomucimu.org,8,2.5,legit
3a5z1dt1qh26x.xyz,13,3.546593564294939,dga
difefaco.org,8,2.75,legit
mecila.org,6,2.584962500721156,legit
vrhx1z2yvl55x7rf1f.xyz,18,3.5032583347756456,dga
qsrz12jdgd9ir.xyz,13,3.3927474104487847,dga
bodo.net,4,1.5,legit
71ap5jg6ydd.info,11,3.2776134368191157,dga
lumumibo.info,8,2.5,legit
ciludibeda.org,10,2.9219280948873623,legit
lobu.org,4,2.0,legit
x9m109ms9jy8zky3a7o.top,19,3.787143960698139,dga
a9c7ibph3dl0mqrrnu.top,18,4.058813890331201,dga
locamame.com,8,2.5,legit
ylqv75aflasjtkxn0b.xyz,18,3.94770277922009,dga
lecu.com,4,2.0,legit
momi.net,4,1.5,legit
nchkdpbjxib.xyz,11,3.2776134368191157,dga
d8r8hbcg8sg60ja.top,15,3.456564762130954,dga
cicedadume.net,10,2.721928094887362,legit
cadefo.com,6,2.584962500721156,legit
fxkha7135h.top,10,3.1219280948873624,dga
bemudu.info,6,2.2516291673878226,legit
loda.net,4,2.0,legit
foco.com,4,1.5,legit
feca.net,4,2.0,legit
fudebuladu.com,10,2.6464393446710157,legit
043uitaeq9tned.info,14,3.521640636343318,dga
lofabe.com,6,2.584962500721156,legit
68r63ruwhpv83i5.info,15,3.3735572622751855,dga
lima.info,4,2.0,legit
cadicabemo.info,10,2.9219280948873623,legit
m1vzuh8iunclv.top,13,3.3927474104487847,dga
biuyjzxa1ljlng.site,14,3.521640636343318,dga
budolaledo.com,10,2.721928094887362,legit
va4mlgt1qrmzwgy4mpucvw.xyz,22,3.8796640049025943,dga
bolicecu.info,8,2.75,legit
bidulo.com,6,2.584962500721156,legit
mucidecafa.com,10,2.9219280948873623,legit
memacidu.net,8,2.75,legit
le3nm2nlbulljn0kg1u.top,19,3.471354487013929,dga
mudo.net,4,2.0,legit
5uwbq4y8g1w5byc5f4.info,18,3.4613201402110083,dga
cifacola.info,8,2.5,legit
dz7mzimuor8r61r2c6kho70.info,23,3.8820451081368623,dga
xxv6azeoi5mcnt1fvyl.info,19,4.037401197654112,dga
kdjccvpz0iexm08bav34ub.xyz,22,4.095795255000934,dga
codafe.net,6,2.584962500721156,legit
exqp5m3gitazvyv2v1itum4.site,23,4.0559581516151235,dga
3nvjuuwzix69.xyz,12,3.4182958340544896,dga
colibucoco.org,10,2.3709505944546687,legit
24eh1rjfuilyw.top,13,3.7004397181410926,dga
6tzd8h4qbcv0q.info,13,3.546593564294939,dga
sn5u4w9rsh8yzwjscs.info,18,3.614369445886757,dga
q49160in3yda67rt3qb6o.top,21,3.9754180179138334,dga
cufaca.info,6,1.9182958340544896,legit
bibofalelu.org,10,2.9219280948873623,legit
ducicoli.com,8,2.5,legit
a8mmsst2bt6756var3bka.top,21,3.6897037321995474,dga
bulileda.com,8,2.75,legit
lilabula.info,8,2.1556390622295662,legit
bace.org,4,2.0,legit
docudedi.com,8,2.4056390622295662,legit
5bv1l0b7uyqfh.info,13,3.546593564294939,dga
duca.info,4,2.0,legit
oghexc8mvmvqt.site,13,3.3927474104487847,dga
lofodu.com,6,2.2516291673878226,legit
femoma.org,6,2.2516291673878226,legit
4yycryvx610viwq9.site,16,3.577819531114783,dga
hzcyy9w3qz4by2we1h.site,18,3.5724312513221195,dga
cabebabi.com,8,2.1556390622295662,legit
vfys1nnpv0imdm3tqb6.info,19,3.9321380397593746,dga
5tmzlhmbb1.info,10,2.9219280948873623,dga
e05itpqj1ye24.site,13,3.546593564294939,dga
cicibebu.org,8,2.25,legit
focice.org,6,2.2516291673878226,legit
8i4p40mgg1w103dgdz.top,18,3.4613201402110083,dga
4o2ibp5yo96jhrx7qgr.site,19,4.037401197654112,dga
1qvdbchd89v4ob8.site,15,3.3735572622751855,dga
thbn75uj84ic.xyz,12,3.584962500721156,dga
gvicw8vl34lie3csmcmcu.info,21,3.535174565635903,dga
wdt1di102zvk3k9twn5qxb.top,22,4.004886164091843,dga
lidu.info,4,2.0,legit
fecife.net,6,1.9182958340544896,legit
i72u6w3w130.info,11,3.095795255000934,dga
dulima.net,6,2.584962500721156,legit
mefadelefu.net,10,2.6464393446710157,legit
didolali.org,8,2.25,legit
cew6gstfs2yzb4k8oiz8.site,20,4.021928094887363,dga
mameli.org,6,2.2516291673878226,legit
ecmcno5awfx6kznj8as.top,19,3.9321380397593746,dga
dumafafa.com,8,2.1556390622295662,legit
sloqlv9plmblqgbiyhv.site,19,3.5110854081804272,dga
re01uummd55cr0hh.info,16,3.25,dga
mocime.org,6,2.2516291673878226,legit
599vhcupt81scgd.site,15,3.640223928941852,dga
worxq4kko77mc.xyz,13,3.238901256602631,dga
jijsyqobntjaqx6.site,15,3.456564762130954,dga
iajix5abdezov0rd3knir4.xyz,22,3.970573095811685,dga
j4lietlu3m.xyz,10,3.1219280948873624,dga
dumaladace.net,10,2.6464393446710157,legit
decibamo.info,8,3.0,legit
ys3jkv0zefkvouu.site,15,3.506890595608519,dga
celefome.com,8,2.4056390622295662,legit
licelibodu.net,10,2.9219280948873623,legit
dimu.org,4,2.0,legit
c35dwa3vtwgawl.xyz,14,3.1820058147602133,dga
i53i67hn34ck9xh0hhxs.xyz,20,3.6219280948873624,dga
fede.info,4,1.5,legit
urybl2oqewfs668fr.top,17,3.7345216647797512,dga
5ovct20ok8nhvi8bbyfvw.info,21,3.880179922675738,dga
z9ax3dlp44f8qpaglkbx.top,20,3.8219280948873626,dga
tmquzyofeo.site,10,3.1219280948873624,dga
9f6lz6mjobmw7j77d8x8o7.site,22,3.641249800455479,dga
cumolu.com,6,2.2516291673878226,legit
igyu6y0przvs2ii06t9u9n.site,22,3.788754913993503,dga
cadumu.net,6,2.2516291673878226,legit
cufuli.com,6,2.2516291673878226,legit
nej0g1okr797v2.site,14,3.6644977792004614,dga
lumafofu.info,8,2.5,legit
fumodemo.org,8,2.5,legit
bali.info,4,2.0,legit
didodoci.com,8,1.9056390622295665,legit
377v1iv5wmkzbooinb6khxc.top,23,4.001822825622231,dga
6qpajhfyz2oiasv3v.info,17,3.85216872360328,dga
zd6szo4xyeur4cxuqelexf.info,22,3.7544418457133455,dga
lemufa.org,6,2.584962500721156,legit
dubulebu.org,8,2.1556390622295662,legit
mibo.info,4,2.0,legit
cafe.org,4,2.0,legit
becu.com,4,2.0,legit
11gq9zi8cxz8iaf4xpa200.info,22,3.823067982273661,dga
bidacabuca.com,10,2.4464393446710155,legit
dacumaco.com,8,2.5,legit
mamafufefu.org,10,2.2464393446710154,legit
fola.com,4,2.0,legit
0b58st4pzt3edk204.xyz,17,3.7345216647797512,dga
sn7waauo3lmr.top,12,3.4182958340544896,dga
mufima.com,6,2.2516291673878226,legit
m4gv2tfkg9l.site,11,3.2776134368191157,dga
comodu.net,6,2.2516291673878226,legit
cudubomufa.net,10,2.8464393446710154,legit
g54uopgly0edqh.site,14,3.6644977792004614,dga
bofime.org,6,2.584962500721156,legit
yiak7hkm2h.info,10,2.9219280948873623,dga
fucumofa.org,8,2.5,legit
b0kxqm6r7b5ukdptq2.top,18,3.8365916681089787,dga
irfee60ba8jgzm.xyz,14,3.6644977792004614,dga
calubalolo.info,10,2.4464393446710155,legit
libomofubi.org,10,2.721928094887362,legit
0lklfyp5jo3q3qa.xyz,15,3.506890595608519,dga
nr20qd58xhu814pr.xyz,16,3.75,dga
jpi5m383cya8vt8f914qy.xyz,21,3.9754180179138334,dga
fziph6h77q5fphuvyp1njgl.site,23,3.936180434129755,dga
mefobi.net,6,2.584962500721156,legit
6u5xf2edvd7dxtfq.site,16,3.452819531114783,dga
mabibumimi.net,10,2.1709505944546685,legit
febocubi.info,8,2.75,legit
lufo.info,4,2.0,legit
8v3lgy000mboi6f0bu.info,18,3.614369445886757,dga
mefiducu.info,8,2.75,legit
isdwe0ywqugjlqtqe64saj.site,22,3.8796640049025943,dga
xobugvjics4.xyz,11,3.4594316186372973,dga
km4eo593yu.info,10,3.3219280948873626,dga
w9o99lf51q8qz4mu2qijnn.top,22,3.936260027531527,dga
lmglosj1z9d0b94jzh30b.site,21,3.8208888513501886,dga
06g6jby4cskj3.info,13,3.3927474104487847,dga
facada.info,6,1.792481250360578,legit
lrin9o2k7ppgjh95bzknl.top,21,3.916126946588284,dga
dibe.org,4,2.0,legit
fq8pc4r8ka5n0vgf6o.site,18,3.94770277922009,dga
mubocofa.info,8,2.75,legit
qsf1timgywrshm3l3.site,17,3.7345216647797512,dga
deboleboca.com,10,2.721928094887362,legit
demalolulu.net,10,2.6464393446710157,legit
svh3ejoz9xfzaq8h3.site,17,3.7345216647797512,dga
y9i4vf5v87eqrrs6ouupm.xyz,21,4.106603137064474,dga
tsqtc21zmtmo0watyk.info,18,3.614369445886757,dga
bulo.info,4,2.0,legit
colemidubi.org,10,3.1219280948873624,legit
lrzjzczvpd4rxbvttr5go.xyz,21,3.7489948035250964,dga
l254ukkwjb0.info,11,3.2776134368191157,dga
fadulefafe.org,10,2.4464393446710155,legit
vkgnj6om9789h03ehib4.info,20,4.1219280948873624,dga
becebo.info,6,1.9182958340544896,legit
vvd22rdzx2vwfxzknlac.info,20,3.5464393446710156,dga
lefefemedo.com,10,2.321928094887362,legit
mifamo.com,6,2.2516291673878226,legit
lifeme.org,6,2.2516291673878226,legit
3lux7454rzc.top,11,3.2776134368191157,dga
hwzi450pbsr6.info,12,3.584962500721156,dga
wex6xbexmae2of15gu1.site,19,3.6421498816369042,dga
r9a7mfp059.xyz,10,3.1219280948873624,dga
focilibelu.info,10,2.9219280948873623,legit
x9da9whsbp1z.info,12,3.4182958340544896,dga
cemi.net,4,2.0,legit
b56hep2u0muohuogp0myo.xyz,21,3.558518613048906,dga
jwtv3n74w4g22uetc.top,17,3.616874605956222,dga
mibadolu.net,8,3.0,legit
mms2lell6hyc1r9qikq.site,19,3.787143960698139,dga
k81ys1sgfgfb0g58g26.xyz,19,3.4058222502856905,dga
lelibi.info,6,1.9182958340544896,legit
camifimome.net,10,2.6464393446710157,legit
dimeboci.com,8,2.75,legit
gpd3ovfdsx7r.site,12,3.4182958340544896,dga
bami.com,4,2.0,legit
cedaca.net,6,1.9182958340544896,legit
dtyguj0uqyhdmpp566yh.xyz,20,3.584183719779189,dga
e9nivp8h4nouwr61rdex.top,20,4.021928094887363,dga
y4qj71as2yu7cg8w.xyz,16,3.75,dga
mubolececa.info,10,2.9219280948873623,legit
milucida.net,8,2.75,legit
nuo46dg6gw14msry5f4.top,19,3.787143960698139,dga
m7mfjizaba.top,10,2.9219280948873623,dga
delimama.com,8,2.5,legit
qkn99uzwl5fvw.top,13,3.3927474104487847,dga
2784dv8sey7dyemqxz.site,18,3.614369445886757,dga
mudicocofi.com,10,2.721928094887362,legit
gewovwaugrniggt.xyz,15,3.240223928941852,dga
dacila.org,6,2.2516291673878226,legit
jsyibmxwyeanwi5bgo3hjrm.site,23,4.001822825622231,dga
bibicubame.com,10,2.6464393446710157,legit
docacula.com,8,2.5,legit
fudufalefa.info,10,2.4464393446710155,legit
4gtvjfg9kn5pfj.site,14,3.3787834934861753,dga
3j6iuukztv.site,10,3.1219280948873624,dga
3pgyiuizus1z8ew5bolp.info,20,3.9219280948873627,dga
83b94jyq0nllxf5tjlsaqnl.top,23,3.9148663038831,dga
kbxsjjhylyuqymm.top,15,3.323231428797621,dga
knoonr06ba4ilaoqt.xyz,17,3.572469458770135,dga
8vugc5tbgogfg36ygb.info,18,3.4138338639736006,dga
bebemaco.info,8,2.5,legit
muci.com,4,2.0,legit
lobibudeda.net,10,2.9219280948873623,legit
dudilufo.net,8,2.5,legit
lilecifabo.org,10,2.9219280948873623,legit
0a00yrm5qazc2.info,13,3.180832987205441,dga
defede.com,6,1.4591479170272448,legit
7l4i3uxycugwak04vv.site,18,3.8365916681089787,dga
lificicu.info,8,2.1556390622295662,legit
lubo.net,4,2.0,legit
fecucu.org,6,1.9182958340544896,legit
4e8tdv8a4364v.xyz,13,3.0269868333592873,dga
3fhido8h94zid7l8oipd6.top,21,3.6537567082870015,dga
dulu.info,4,1.5,legit
fidu.org,4,2.0,legit
jkjld0tt2slhimaqa3558a.site,22,3.8796640049025943,dga
y6gu58flm639bc.info,14,3.6644977792004614,dga
bibedafuli.info,10,2.9219280948873623,legit
9lyatf9axie3xv6uh353sf.info,22,3.8796640049025943,dga
kkbglsh8zkear.site,13,3.334679141051595,dga
2ru5ng7n58req61cu.xyz,17,3.616874605956222,dga
dobulifodo.org,10,2.6464393446710157,legit
felulebu.com,8,2.25,legit
6x5z0zxy5te0ch.info,14,3.2359263506290326,dga
calodedifu.net,10,3.1219280948873624,legit
kvuankwae5ny.info,12,3.084962500721156,dga
filife.net,6,1.9182958340544896,legit
camo.com,4,2.0,legit
fomimelifo.org,10,2.5219280948873624,legit
u5sqoamth6eh44kdm7vp.xyz,20,4.021928094887363,dga
j8xypjvgsb6tm.top,13,3.546593564294939,dga
bece.com,4,1.5,legit
lubkanx3fpt.info,11,3.4594316186372973,dga
felu.info,4,2.0,legit
epwukfv2aqnpew.info,14,3.3787834934861753,dga
lemece.info,6,1.792481250360578,legit
a0r0l93imlys95ctt593ob.info,22,3.788754913993503,dga
dufacifuci.org,10,2.5219280948873624,legit
medufecumi.org,10,2.721928094887362,legit
v9ilc15niof7j2e18f.info,18,3.8365916681089787,dga
cicobu.com,6,2.2516291673878226,legit
oejan63xd45ba890ab7r8.top,21,3.9754180179138334,dga
mft8lud8bdtymw8d167l.site,20,3.5464393446710156,dga
15g41yuhilhxdcerg98rig.info,22,3.8796640049025943,dga
5ta1wadqiws69jfr.info,16,3.75,dga
bubulila.info,8,2.25,legit
5mubjd8blg.site,10,3.1219280948873624,dga
nnqfkpl9eka024s.info,15,3.640223928941852,dga
7ypsz3phaa77fhqhzabfy.xyz,21,3.3320953986601696,dga
bd5rgnkrxp9ed4tgjjr.info,19,3.6818808028034025,dga
dabo.info,4,2.0,legit
1dqa13kdd37sn0hsj.xyz,17,3.4548223999466057,dga
celume.com,6,2.2516291673878226,legit
fimo.net,4,2.0,legit
bafobudi.com,8,2.75,legit
lacu.net,4,2.0,legit
irrqahlj2xlqp.xyz,13,3.238901256602631,dga
modami.org,6,2.2516291673878226,legit
deducufo.net,8,2.5,legit
owl3e74ubz45ygc1xka.top,19,4.142664355548848,dga
meci.info,4,2.0,legit
2sq8x3a6ylbxpue.site,15,3.773557262275186,dga
lnlfqg18bazhak43z5tx.xyz,20,4.021928094887363,dga
lumidicifa.com,10,2.8464393446710154,legit
melimifoma.com,10,2.6464393446710157,legit
cilelodoli.org,10,2.4464393446710155,legit
7drfseud30l7m20jdxorr.xyz,21,3.7489948035250964,dga
feloci.net,6,2.584962500721156,legit
filimemame.info,10,2.4464393446710155,legit
fibu.com,4,2.0,legit
26j1fo2wb0dz6xpyf.info,17,3.7345216647797512,dga
om9vpis3lx.top,10,3.3219280948873626,dga
5jn7bs08i4w02bsmeb.info,18,3.6835423624332306,dga
bodubodo.com,8,1.9056390622295665,legit
4gr2iqyocf8yq.xyz,13,3.3927474104487847,dga
nmsk8agn64xl2glwy1n6o.top,21,3.880179922675738,dga
babufo.net,6,2.2516291673878226,legit
micamofa.com,8,2.5,legit
calicace.info,8,2.1556390622295662,legit
bobeba.org,6,1.792481250360578,legit
9vq553kwki.info,10,2.9219280948873623,dga
lifidafu.net,8,2.5,legit
cg7tbtnummsr8u2hr.xyz,17,3.616874605956222,dga
dolobebico.net,10,2.6464393446710157,legit
lalumadobe.org,10,2.9219280948873623,legit
coss3eoqm1h8o.top,13,3.180832987205441,dga
jt10uen0rsk.xyz,11,3.2776134368191157,dga
f78z1tzn1vyh9pmu5q93.site,20,4.021928094887363,dga
mucecibebu.net,10,2.5219280948873624,legit
culucu.com,6,1.4591479170272448,legit
7a2i2gcnm08kynwnmaxxbt.top,22,3.8796640049025943,dga
nlakpwecjxvwdh.xyz,14,3.6644977792004614,dga
comodofumo.org,10,2.321928094887362,legit
08eg92ionnxgcq.site,14,3.521640636343318,dga
1jsty4cq0lk.site,11,3.4594316186372973,dga
l3q4q2ih5cxsz0i2x6uxf.top,21,3.880179922675738,dga
fafifice.info,8,2.1556390622295662,legit
ladudo.info,6,2.2516291673878226,legit
coloducaca.net,10,2.4464393446710155,legit
bulefebimi.info,10,2.721928094887362,legit
budobocodi.info,10,2.4464393446710155,legit
owtsiy7pgu7mx3gj10ffd1i.site,23,4.088779347361361,dga
estd3zjetocsen.site,14,3.1820058147602133,dga
0go3jma6g5jetp.info,14,3.521640636343318,dga
t7a9tgiqhg9jrsnvnq65qd.top,22,3.8796640049025943,dga
zuuw5wglq41raady72v707.top,22,3.970573095811685,dga
95py8iyhgznnhsl.info,15,3.506890595608519,dga
fomocilo.info,8,2.4056390622295662,legit
fode.org,4,2.0,legit
kzmwedcqyl53zu.xyz,14,3.6644977792004614,dga
ur73a70h0jjgggs8w0qy54c.info,23,3.936180434129755,dga
cocami.org,6,2.2516291673878226,legit
lnbn76v18hfp.info,12,3.4182958340544896,dga
uhg7ecilcmg5mgcy57qd.xyz,20,3.5464393446710156,dga
fwko9alm1kgkew.site,14,3.3248629576173565,dga
cibocimi.info,8,2.1556390622295662,legit
9xa4kwg49zn4y.info,13,3.180832987205441,dga
dqyun3uvyr0qf4b8dwoec.info,21,4.011365041826379,dga
limo.net,4,2.0,legit
pnej5gajt9.info,10,3.1219280948873624,dga
qx22zacsb7.top,10,3.1219280948873624,dga
i7blmmdpc3dxmrx.site,15,3.323231428797621,dga
kqguyivlu4evb.site,13,3.3927474104487847,dga
zbmxz2oi460kp7s5e1.site,18,4.058813890331201,dga
0op3klorgapt1y2nogf0.xyz,20,3.784183719779189,dga
dpf1h3dtlhaiak5w77qkxi.info,22,3.913977073182752,dga
tu16btr3mgq4ys1fo09.site,19,4.037401197654112,dga
cocafo.com,6,1.9182958340544896,legit
calele.info,6,1.9182958340544896,legit
ijf68pqu8hlat84.info,15,3.589898095464288,dga
zll1zbm21yannreg8lxum.site,21,3.7849418274376427,dga
comaficada.com,10,2.6464393446710157,legit
cilolofo.info,8,2.1556390622295662,legit
momofi.info,6,1.9182958340544896,legit
fido.com,4,2.0,legit
fucadomide.com,10,3.1219280948873624,legit
buficibolo.com,10,2.721928094887362,legit
bobodufi.com,8,2.5,legit
cubu.org,4,1.5,legit
yf07ofpxanbx94ihdwxis3.top,22,4.0614821867207755,dga
fuli.org,4,2.0,legit
ladu.info,4,2.0,legit
famu.net,4,2.0,legit
fococeca.com,8,2.1556390622295662,legit
3ybpibfi1w37.info,12,3.084962500721156,dga
madema.org,6,1.9182958340544896,legit
edhy6mefmvbdey.top,14,3.0391486719030705,dga
c7e3kzj7k09lst7ubb3j76v.site,23,3.8279097821439696,dga
balufa.org,6,2.2516291673878226,legit
delobeme.net,8,2.4056390622295662,legit
cudicafudi.org,10,2.5219280948873624,legit
63rmaj2ezp7v53.top,14,3.6644977792004614,dga
bedu.info,4,2.0,legit
lodumafa.org,8,2.75,legit
fubulecafi.info,10,2.9219280948873623,legit
yww7nssvzzkkxjh55du0y.site,21,3.8208888513501886,dga
bubofica.info,8,2.75,legit
50n1i6gqqr3h.xyz,12,3.4182958340544896,dga
lamifebiba.org,10,2.721928094887362,legit
avpns2bq5t4yt8sux.top,17,3.85216872360328,dga
asfkg9i9vg9h0eluw.site,17,3.6901165175936645,dga
ieu0jjtm9f2pu8q97sbieu.xyz,22,3.8796640049025943,dga
xn3i0dpjgsx.site,11,3.2776134368191157,dga
hn1xhdorstqicz4r.top,16,3.75,dga
mke5wdo0flcjvem74mn.top,19,3.8924071185928764,dga
qae1mol7rsint5.site,14,3.807354922057604,dga
rpe8grozzzgor5nk.site,16,3.1556390622295662,dga
fafemucoda.info,10,2.9219280948873623,legit
bede.net,4,1.5,legit
moledefidi.net,10,2.721928094887362,legit
cuficafula.net,10,2.5219280948873624,legit
falidama.org,8,2.4056390622295662,legit
mima.info,4,1.5,legit
4n2ex7z97zq51250kj6.site,19,3.826874881864638,dga
cafucolo.info,8,2.5,legit
focibu.com,6,2.584962500721156,legit
mufa.net,4,2.0,legit
l90mqlafkkprfsla.site,16,3.327819531114783,dga
fela.info,4,2.0,legit
3ifu71jqhuci5rx1sqq7.info,20,3.684183719779189,dga
fodumibo.org,8,2.75,legit
mofolicube.org,10,3.1219280948873624,legit
a1klhljsl2144tzi.site,16,3.452819531114783,dga
lacacidu.net,8,2.5,legit
gj81ng2qgceeq2b5jacyrjv.top,23,3.762267390651494,dga
w19vw3rtqohmuh8l.top,16,3.75,dga
tp497i0cnoxhdgx2b.site,17,3.9698157824268097,dga
x52dnr9is2.top,10,3.1219280948873624,dga
46ekp0xoq0d1cu.site,14,3.6644977792004614,dga
cecemifado.org,10,2.9219280948873623,legit
ol9n6ynn40f6vh8zlz.xyz,18,3.5724312513221195,dga
cuciloda.net,8,2.75,legit
febamodemo.info,10,2.721928094887362,legit
jx8kp8192ca3skad4rqywn6.info,23,4.2626923908396215,dga
lefeluca.org,8,2.5,legit
igbm760jgl4c86hf4i.xyz,18,3.7254805569978675,dga
je7ak2wnj0.info,10,3.1219280948873624,dga
mobilufe.net,8,3.0,legit
madedube.com,8,2.5,legit
fufudu.com,6,1.4591479170272448,legit
k5635t5bfz.xyz,10,2.8464393446710154,dga
lubelico.net,8,2.75,legit
cufumemo.net,8,2.5,legit
b2x0pnuou4r.top,11,3.2776134368191157,dga
1f6wc4zfd93.info,11,3.2776134368191157,dga
madelulo.info,8,2.75,legit
k054nzdkyayq3s.site,14,3.521640636343318,dga
febedifeci.net,10,2.4464393446710155,legit
lofobobo.org,8,1.75,legit
dicaci.net,6,1.9182958340544896,legit
labolici.net,8,2.5,legit
mafibemudo.org,10,3.1219280948873624,legit
zw4z56rj3ghq55oibgd.info,19,3.787143960698139,dga
2zmnyhfl67hknh5w.xyz,16,3.577819531114783,dga
fudici.info,6,2.2516291673878226,legit
x6bqkdju3iwkdr.site,14,3.521640636343318,dga
facumabe.org,8,2.75,legit
mifodoli.net,8,2.5,legit
aavh1i4eoyfgguxtiyi.info,19,3.6818808028034025,dga
fecabamucu.com,10,2.721928094887362,legit
ma5bxns127i3shh215qf.top,20,3.8219280948873626,dga
ledimilo.com,8,2.5,legit
42j0r7gk6mh9bd.site,14,3.807354922057604,dga
libamadedi.info,10,2.721928094887362,legit
bumocu.com,6,2.2516291673878226,legit
cucumafele.org,10,2.721928094887362,legit
ji4cdnsx0k0ll7.xyz,14,3.521640636343318,dga
cafifu.info,6,2.2516291673878226,legit
5ke5upvrd6o9yzpf3.xyz,17,3.85216872360328,dga
g66c85g0jptfyq.xyz,14,3.521640636343318,dga
felo.com,4,2.0,legit
fimece.net,6,2.2516291673878226,legit
om7lasx4owoio1.top,14,3.2359263506290326,dga
jkrha96gn8w9ur.site,14,3.521640636343318,dga
1lpq4giq31ahc.site,13,3.3927474104487847,dga
mqigct2cxi.info,10,2.9219280948873623,dga
fzw8fjibxkj.info,11,3.095795255000934,dga
0lf7xe78669.site,11,3.095795255000934,dga
8sq6jp5pm2elgiffdh736c.site,22,4.186704345910025,dga
cadocufula.info,10,2.721928094887362,legit
dodilu.net,6,2.2516291673878226,legit
wssbzrad5sowo.site,13,3.0269868333592873,dga
fabo.info,4,2.0,legit
na7l0ep5gv.top,10,3.3219280948873626,dga
imf2esyevp.site,10,3.1219280948873624,dga
acynhsapvlyoxzcjjpq1tnr.site,23,4.001822825622231,dga
hxtpdpff5e8ii49kq.top,17,3.7345216647797512,dga
cacudibu.org,8,2.5,legit
rdu390e4b0ob.top,12,3.2516291673878226,dga
fifali.net,6,1.9182958340544896,legit
fodecaba.org,8,2.75,legit
jm6z6ccciv47.top,12,3.0220552088742005,dga
41cmgc6d4hqceta.info,15,3.456564762130954,dga
m7ezrpjejzsk7t0tk.site,17,3.381580488309163,dga
uj911noxfu68b3aumizbh.info,21,3.9754180179138334,dga
i42afbqnj971hspthdp03e.site,22,4.277613436819116,dga
ut6hp9zyy4wt7u.site,14,3.3787834934861753,dga
0oup0urexh6dlo7cze.xyz,18,3.7254805569978675,dga
aalnbbgv0h9i.info,12,3.2516291673878226,dga
cala.org,4,1.5,legit
febamebubo.net,10,2.6464393446710157,legit
16wt8jj4tvs.xyz,11,3.095795255000934,dga
cimidu.com,6,2.2516291673878226,legit
rcr4zcqrdb435l48gcxb.xyz,20,3.508694969562842,dga
fofi.com,4,1.5,legit
caca.info,4,1.0,legit
bfno6b9m80o2rak1vrj.xyz,19,3.9321380397593746,dga
2kuypbsba3sizc87cvbe4g.xyz,22,4.0614821867207755,dga
difife.net,6,1.9182958340544896,legit
modicobe.com,8,2.75,legit
1ifi031l36192ywol1a.info,19,3.5110854081804272,dga
4om3wtoobmzvrerw6.info,17,3.4548223999466057,dga
5rb14x6k130ixa1kac.site,18,3.5724312513221195,dga
62uc9odqqbw8cpwge6.top,18,3.7254805569978675,dga
k2h48ppnkfg1.top,12,3.2516291673878226,dga
yo7zww54a6i2koe6.xyz,16,3.625,dga
oerxcen0t5g8.info,12,3.4182958340544896,dga
ztfiiamhbm.site,10,2.9219280948873623,dga
omrmlsq2qf5wxw72kcyj8n1.site,23,4.1757358691004915,dga
wfv2g7qbd9dxgka7aauyt.xyz,21,3.880179922675738,dga
kn93wb8k4z7f3llw43u.site,19,3.5766176449086657,dga
ms556q8v88bc1hy2u.site,17,3.6901165175936645,dga
bafemufifi.org,10,2.6464393446710157,legit
fodudifufi.net,10,2.2464393446710154,legit
babo.com,4,1.5,legit
h5c2w9535hjhwfnslk6r.top,20,3.746439344671016,dga
zlsra0nb0irr3ugoo.top,17,3.572469458770135,dga
o6g9zxxb57qy9ub.top,15,3.506890595608519,dga
8be23bnfzm2cva.info,14,3.521640636343318,dga
buducefeci.info,10,2.721928094887362,legit
j5l5simf7na1e59nlc0.info,19,3.787143960698139,dga
ty088o5or1.xyz,10,2.9219280948873623,dga
k8genatm9mcprfc4.xyz,16,3.75,dga
195jmsnd8dudd467.site,16,3.5,dga
89zrb288ajzuk.site,13,3.180832987205441,dga
dacoco.net,6,1.9182958340544896,legit
bifodacale.info,10,3.1219280948873624,legit
jyv2rjjmfyrzoccta.info,17,3.4548223999466057,dga
5xpz4r38vjqeqhy9za.xyz,18,3.94770277922009,dga
0evfxvrjora.info,11,3.095795255000934,dga
irhwfoeuk6vr3.top,13,3.546593564294939,dga
2j35n8kyqzcf5.site,13,3.546593564294939,dga
mobu.net,4,2.0,legit
fala.org,4,1.5,legit
ht51tiwgx6m52.xyz,13,3.3927474104487847,dga
x08evl75mn46ww9ie21.top,19,4.037401197654112,dga
u1ku5j92dmjdolc4qk31.site,20,3.8219280948873626,dga
bucalu.org,6,2.2516291673878226,legit
mocemi.org,6,2.2516291673878226,legit
b0fx3j2y9k2ugr3rm3.top,18,3.6835423624332306,dga
dado.info,4,1.5,legit
fumodacucu.org,10,2.6464393446710157,legit
3gp19tgaemj6kmojg86.site,19,3.6818808028034025,dga
2xem3ffzlsegkrhj.info,16,3.75,dga
ra1ww29kbgbrmlkoclmnm.xyz,21,3.6897037321995474,dga
1x3j1l7r8431rup.xyz,15,3.323231428797621,dga
